comparison,n_group0,n_group1,mean_group0,mean_group1,cohen_d,hedges_g,welch_diff,welch_se,welch_t,welch_df,welch_p,ci_lo,ci_hi
female_vs_male,7760,8099,-0.01837951030927835,-0.041885315059472364,0.12016230436728761,0.12015662087424676,-0.023505804750194013,0.003109313385993649,-7.559805600837568,15776.522862663805,4.258255984959294e-14,-0.029600414577332437,-0.017411194923055588
urban_vs_rural,11623,4214,-0.02639163727092833,-0.041197002056636615,0.07559516581097599,0.07559158530769314,-0.014805364785708285,0.003588080119039533,-4.12626371054151,7212.612952454707,3.728525661741017e-05,-0.02183905292822763,-0.007771676643188936
