n_couples_linked,n_couples_complete,mean_wife_ideation,mean_husband_ideation,mean_wife_hw,mean_husband_hw,mean_wife_share,corr_spouse_ideation
10841,10675,0.6243,0.6058,2.92,1.48,0.693,0.225
