frame,outcome,stratum,n,term,coef,se,t,p
lagged_2014to2020,currently_married_2020,male,3044,edu_yrs_2014,-0.00359,0.0012,-3.006,0.00267
lagged_2014to2020,currently_married_2020,male,3044,log_income_2014,-0.02119,0.00486,-4.358,1e-05
lagged_2014to2020,currently_married_2020,male,3044,currently_married_2014,0.49596,0.02606,19.032,0.0
lagged_2014to2020,currently_married_2020,female,2000,const,0.02924,0.04466,0.655,0.51277
lagged_2014to2020,currently_married_2020,female,2000,ideation,-0.01189,0.02534,-0.469,0.63883
lagged_2014to2020,currently_married_2020,female,2000,age_c14,-0.0065,0.00363,-1.793,0.07318
lagged_2014to2020,currently_married_2020,female,2000,age_c14_2,0.00732,0.00324,2.262,0.02381
lagged_2014to2020,currently_married_2020,female,2000,urban_2014,0.01098,0.00887,1.238,0.21581
lagged_2014to2020,currently_married_2020,female,2000,edu_yrs_2014,-0.00021,0.00105,-0.198,0.84296
lagged_2014to2020,currently_married_2020,female,2000,log_income_2014,-0.00319,0.00462,-0.692,0.48916
lagged_2014to2020,currently_married_2020,female,2000,currently_married_2014,0.26654,0.02888,9.228,0.0
lagged_2014to2020,housework_2020,all,3201,const,1.76287,0.38231,4.611,0.0
lagged_2014to2020,housework_2020,all,3201,ideation,0.19368,0.22694,0.853,0.39347
lagged_2014to2020,housework_2020,all,3201,female,0.70095,0.20984,3.34,0.00085
lagged_2014to2020,housework_2020,all,3201,age_c14,0.31294,0.0282,11.096,0.0
lagged_2014to2020,housework_2020,all,3201,age_c14_2,-0.01782,0.02048,-0.87,0.38434
lagged_2014to2020,housework_2020,all,3201,urban_2014,-0.20904,0.072,-2.903,0.00372
lagged_2014to2020,housework_2020,all,3201,edu_yrs_2014,-0.01846,0.01077,-1.714,0.08664
lagged_2014to2020,housework_2020,all,3201,log_income_2014,-0.03872,0.03392,-1.141,0.2538
lagged_2014to2020,housework_2020,all,3201,ideation_x_female,0.21119,0.36345,0.581,0.56122
lagged_2014to2020,housework_2020,all,3201,housework_2014,0.22166,0.02846,7.789,0.0
lagged_2014to2020,housework_2020,male,2007,const,2.28896,0.51178,4.473,1e-05
lagged_2014to2020,housework_2020,male,2007,ideation,0.17478,0.22792,0.767,0.44327
lagged_2014to2020,housework_2020,male,2007,age_c14,0.309,0.03208,9.633,0.0
lagged_2014to2020,housework_2020,male,2007,age_c14_2,-0.01406,0.02437,-0.577,0.56394
lagged_2014to2020,housework_2020,male,2007,urban_2014,-0.35292,0.08636,-4.087,5e-05
lagged_2014to2020,housework_2020,male,2007,edu_yrs_2014,-0.01965,0.01388,-1.416,0.15701
lagged_2014to2020,housework_2020,male,2007,log_income_2014,-0.08755,0.0465,-1.883,0.05988
lagged_2014to2020,housework_2020,male,2007,housework_2014,0.23348,0.03478,6.712,0.0
lagged_2014to2020,housework_2020,female,1194,const,1.92135,0.49482,3.883,0.00011
lagged_2014to2020,housework_2020,female,1194,ideation,0.49812,0.28932,1.722,0.08539
lagged_2014to2020,housework_2020,female,1194,age_c14,0.31011,0.05945,5.216,0.0
lagged_2014to2020,housework_2020,female,1194,age_c14_2,-0.0296,0.04214,-0.702,0.48253
lagged_2014to2020,housework_2020,female,1194,urban_2014,0.00853,0.12572,0.068,0.94592
lagged_2014to2020,housework_2020,female,1194,edu_yrs_2014,-0.01848,0.01727,-1.07,0.28486
lagged_2014to2020,housework_2020,female,1194,log_income_2014,0.01246,0.04937,0.252,0.80078
lagged_2014to2020,housework_2020,female,1194,housework_2014,0.19735,0.04821,4.093,5e-05
lagged_2014to2020,marriage_sat_2020,all,3998,const,3.24678,0.20378,15.933,0.0
lagged_2014to2020,marriage_sat_2020,all,3998,ideation,-0.05337,0.09255,-0.577,0.56419
lagged_2014to2020,marriage_sat_2020,all,3998,female,-0.39836,0.09651,-4.128,4e-05
lagged_2014to2020,marriage_sat_2020,all,3998,age_c14,0.03687,0.01416,2.605,0.00922
lagged_2014to2020,marriage_sat_2020,all,3998,age_c14_2,0.00841,0.00908,0.926,0.35466
lagged_2014to2020,marriage_sat_2020,all,3998,urban_2014,-0.0193,0.03074,-0.628,0.53003
lagged_2014to2020,marriage_sat_2020,all,3998,edu_yrs_2014,0.00274,0.00421,0.65,0.51542
lagged_2014to2020,marriage_sat_2020,all,3998,log_income_2014,0.01726,0.01661,1.039,0.29895
lagged_2014to2020,marriage_sat_2020,all,3998,ideation_x_female,0.22223,0.16107,1.38,0.16775
lagged_2014to2020,marriage_sat_2020,all,3998,marriage_sat_2014,0.25311,0.02084,12.148,0.0
lagged_2014to2020,marriage_sat_2020,male,2418,const,3.2306,0.27265,11.849,0.0
lagged_2014to2020,marriage_sat_2020,male,2418,ideation,-0.06026,0.09337,-0.645,0.51876
lagged_2014to2020,marriage_sat_2020,male,2418,age_c14,0.02369,0.01714,1.382,0.16713
lagged_2014to2020,marriage_sat_2020,male,2418,age_c14_2,0.01476,0.01059,1.393,0.16362
lagged_2014to2020,marriage_sat_2020,male,2418,urban_2014,0.0011,0.03565,0.031,0.97538
lagged_2014to2020,marriage_sat_2020,male,2418,edu_yrs_2014,-0.00219,0.00489,-0.447,0.65456
lagged_2014to2020,marriage_sat_2020,male,2418,log_income_2014,0.03248,0.02179,1.491,0.13622
lagged_2014to2020,marriage_sat_2020,male,2418,marriage_sat_2014,0.23152,0.02798,8.274,0.0
lagged_2014to2020,marriage_sat_2020,female,1580,const,2.87641,0.29645,9.703,0.0
lagged_2014to2020,marriage_sat_2020,female,1580,ideation,0.17606,0.14383,1.224,0.22109
lagged_2014to2020,marriage_sat_2020,female,1580,age_c14,0.05879,0.02552,2.304,0.02136
lagged_2014to2020,marriage_sat_2020,female,1580,age_c14_2,0.00063,0.01888,0.034,0.97324
lagged_2014to2020,marriage_sat_2020,female,1580,urban_2014,-0.04736,0.05534,-0.856,0.39229
lagged_2014to2020,marriage_sat_2020,female,1580,edu_yrs_2014,0.01029,0.0074,1.392,0.16412
lagged_2014to2020,marriage_sat_2020,female,1580,log_income_2014,-0.00427,0.02538,-0.168,0.86657
lagged_2014to2020,marriage_sat_2020,female,1580,marriage_sat_2014,0.28121,0.03138,8.961,0.0
lagged_2014to2020,cohab_experience_2020,all,522,const,-0.362,0.11752,-3.08,0.00218
lagged_2014to2020,cohab_experience_2020,all,522,ideation,0.16169,0.06953,2.326,0.02043
lagged_2014to2020,cohab_experience_2020,all,522,female,0.04362,0.06397,0.682,0.49557
lagged_2014to2020,cohab_experience_2020,all,522,age_c14,-0.01805,0.00682,-2.647,0.00837
lagged_2014to2020,cohab_experience_2020,all,522,age_c14_2,0.0065,0.00587,1.107,0.26869
lagged_2014to2020,cohab_experience_2020,all,522,urban_2014,-0.02301,0.02608,-0.882,0.37796
lagged_2014to2020,cohab_experience_2020,all,522,edu_yrs_2014,0.0041,0.00283,1.45,0.1478
lagged_2014to2020,cohab_experience_2020,all,522,log_income_2014,0.02886,0.01127,2.56,0.01074
lagged_2014to2020,cohab_experience_2020,all,522,ideation_x_female,-0.12886,0.12225,-1.054,0.29235
lagged_2014to2020,cohab_experience_2020,all,522,cohab_experience_2014,0.24348,0.09434,2.581,0.01013
lagged_2014to2020,cohab_experience_2020,male,354,const,-0.47215,0.16123,-2.929,0.00363
lagged_2014to2020,cohab_experience_2020,male,354,ideation,0.18217,0.07162,2.544,0.0114
lagged_2014to2020,cohab_experience_2020,male,354,age_c14,-0.01866,0.00819,-2.278,0.02331
lagged_2014to2020,cohab_experience_2020,male,354,age_c14_2,0.00455,0.00662,0.687,0.49236
lagged_2014to2020,cohab_experience_2020,male,354,urban_2014,-0.01486,0.035,-0.425,0.67132
lagged_2014to2020,cohab_experience_2020,male,354,edu_yrs_2014,0.00837,0.00367,2.28,0.0232
lagged_2014to2020,cohab_experience_2020,male,354,log_income_2014,0.03455,0.01553,2.225,0.02673
lagged_2014to2020,cohab_experience_2020,male,354,cohab_experience_2014,0.28205,0.11321,2.491,0.0132
lagged_2014to2020,cohab_experience_2020,female,168,const,-0.13349,0.16559,-0.806,0.42137
lagged_2014to2020,cohab_experience_2020,female,168,ideation,-0.01679,0.10746,-0.156,0.87607
lagged_2014to2020,cohab_experience_2020,female,168,age_c14,-0.00842,0.01834,-0.459,0.64678
lagged_2014to2020,cohab_experience_2020,female,168,age_c14_2,0.01319,0.01634,0.807,0.42074
lagged_2014to2020,cohab_experience_2020,female,168,urban_2014,-0.04558,0.03485,-1.308,0.19274
lagged_2014to2020,cohab_experience_2020,female,168,edu_yrs_2014,-0.00573,0.00399,-1.435,0.15331
lagged_2014to2020,cohab_experience_2020,female,168,log_income_2014,0.02481,0.01498,1.656,0.09968
lagged_2014to2020,cohab_experience_2020,female,168,cohab_experience_2014,0.1068,0.15512,0.689,0.49211
