stratum,n_treated,n_control,att,boot_se,p,ci_lo,ci_hi,n_boot
all,1281,2090,-0.31381733021077285,0.6204456607533437,0.6130016810108279,-1.6126197552447552,0.831793802304592,300
male,861,1320,-0.2845528455284553,0.7753357148795262,0.713614555805729,-2.0114885990926408,1.2204581856700798,300
female,420,770,-1.1952380952380952,1.2419898135125689,0.3358701017879968,-3.328662505184783,1.2768343286594555,300
