frame,outcome,stratum,n,term,coef,se,t,p
lagged_2014to2020,promotion_2020,male,1692,age_c14,-0.02948,0.00642,-4.595,0.0
lagged_2014to2020,promotion_2020,male,1692,age_c14_2,0.0114,0.00469,2.433,0.01509
lagged_2014to2020,promotion_2020,male,1692,urban_2014,-0.01931,0.01681,-1.148,0.25096
lagged_2014to2020,promotion_2020,male,1692,edu_yrs_2014,0.01332,0.00254,5.251,0.0
lagged_2014to2020,promotion_2020,male,1692,log_income_2014,0.00598,0.01078,0.555,0.57923
lagged_2014to2020,promotion_2020,male,1692,promotion_2014,0.03413,0.02937,1.162,0.24535
lagged_2014to2020,promotion_2020,female,1052,const,-0.18764,0.09902,-1.895,0.05836
lagged_2014to2020,promotion_2020,female,1052,ideation,-0.04236,0.05595,-0.757,0.44916
lagged_2014to2020,promotion_2020,female,1052,age_c14,-0.01391,0.00943,-1.475,0.1406
lagged_2014to2020,promotion_2020,female,1052,age_c14_2,0.00558,0.00595,0.939,0.34796
lagged_2014to2020,promotion_2020,female,1052,urban_2014,-0.002,0.02034,-0.099,0.9215
lagged_2014to2020,promotion_2020,female,1052,edu_yrs_2014,0.00843,0.00278,3.031,0.0025
lagged_2014to2020,promotion_2020,female,1052,log_income_2014,0.019,0.00925,2.053,0.04031
lagged_2014to2020,promotion_2020,female,1052,promotion_2014,0.07419,0.04112,1.804,0.07148
lagged_2014to2020,has_sub_2020,all,3010,const,-0.19805,0.09305,-2.128,0.03339
lagged_2014to2020,has_sub_2020,all,3010,ideation,0.03363,0.05201,0.647,0.51786
lagged_2014to2020,has_sub_2020,all,3010,female,-0.07035,0.04279,-1.644,0.10025
lagged_2014to2020,has_sub_2020,all,3010,age_c14,-0.0142,0.00706,-2.012,0.0443
lagged_2014to2020,has_sub_2020,all,3010,age_c14_2,0.00392,0.00501,0.783,0.43365
lagged_2014to2020,has_sub_2020,all,3010,urban_2014,0.01078,0.01525,0.707,0.47944
lagged_2014to2020,has_sub_2020,all,3010,edu_yrs_2014,0.01108,0.00205,5.404,0.0
lagged_2014to2020,has_sub_2020,all,3010,log_income_2014,0.01933,0.00869,2.226,0.02611
lagged_2014to2020,has_sub_2020,all,3010,ideation_x_female,0.02071,0.07336,0.282,0.7777
lagged_2014to2020,has_sub_2020,all,3010,has_sub_2014,0.28897,0.02313,12.493,0.0
lagged_2014to2020,has_sub_2020,male,1876,const,-0.25559,0.13578,-1.882,0.05993
lagged_2014to2020,has_sub_2020,male,1876,ideation,0.04823,0.05238,0.921,0.35733
lagged_2014to2020,has_sub_2020,male,1876,age_c14,-0.02351,0.00808,-2.91,0.00365
lagged_2014to2020,has_sub_2020,male,1876,age_c14_2,0.0014,0.00584,0.239,0.81094
lagged_2014to2020,has_sub_2020,male,1876,urban_2014,0.02191,0.02055,1.066,0.28646
lagged_2014to2020,has_sub_2020,male,1876,edu_yrs_2014,0.01323,0.00291,4.543,1e-05
lagged_2014to2020,has_sub_2020,male,1876,log_income_2014,0.0214,0.01285,1.665,0.09605
lagged_2014to2020,has_sub_2020,male,1876,has_sub_2014,0.29033,0.0277,10.481,0.0
lagged_2014to2020,has_sub_2020,female,1134,const,-0.21066,0.10467,-2.013,0.04439
lagged_2014to2020,has_sub_2020,female,1134,ideation,0.00641,0.05619,0.114,0.90919
lagged_2014to2020,has_sub_2020,female,1134,age_c14,0.01544,0.01369,1.127,0.25987
lagged_2014to2020,has_sub_2020,female,1134,age_c14_2,0.01549,0.00884,1.752,0.08005
lagged_2014to2020,has_sub_2020,female,1134,urban_2014,-0.0132,0.02224,-0.593,0.55308
lagged_2014to2020,has_sub_2020,female,1134,edu_yrs_2014,0.00888,0.00284,3.125,0.00182
lagged_2014to2020,has_sub_2020,female,1134,log_income_2014,0.02015,0.01043,1.931,0.05369
lagged_2014to2020,has_sub_2020,female,1134,has_sub_2014,0.27487,0.04262,6.45,0.0
lagged_2014to2020,bianzhi_2020,all,1018,const,-0.8451,0.1882,-4.49,1e-05
lagged_2014to2020,bianzhi_2020,all,1018,ideation,0.07813,0.10702,0.73,0.46552
lagged_2014to2020,bianzhi_2020,all,1018,female,0.02558,0.09304,0.275,0.7834
lagged_2014to2020,bianzhi_2020,all,1018,age_c14,0.05502,0.01518,3.626,0.0003
lagged_2014to2020,bianzhi_2020,all,1018,age_c14_2,-0.00612,0.01015,-0.603,0.54668
lagged_2014to2020,bianzhi_2020,all,1018,urban_2014,0.1895,0.0348,5.446,0.0
lagged_2014to2020,bianzhi_2020,all,1018,edu_yrs_2014,0.05052,0.00541,9.342,0.0
lagged_2014to2020,bianzhi_2020,all,1018,log_income_2014,0.06085,0.01828,3.329,0.0009
lagged_2014to2020,bianzhi_2020,all,1018,ideation_x_female,-0.18394,0.16743,-1.099,0.27222
lagged_2014to2020,bianzhi_2020,male,627,const,-0.48803,0.22022,-2.216,0.02705
lagged_2014to2020,bianzhi_2020,male,627,ideation,0.07801,0.10772,0.724,0.46925
lagged_2014to2020,bianzhi_2020,male,627,age_c14,0.06011,0.01764,3.408,0.0007
lagged_2014to2020,bianzhi_2020,male,627,age_c14_2,-0.00839,0.01299,-0.646,0.51831
lagged_2014to2020,bianzhi_2020,male,627,urban_2014,0.21515,0.04487,4.795,0.0
lagged_2014to2020,bianzhi_2020,male,627,edu_yrs_2014,0.04994,0.00627,7.967,0.0
lagged_2014to2020,bianzhi_2020,male,627,log_income_2014,0.02541,0.02068,1.229,0.21967
lagged_2014to2020,bianzhi_2020,female,391,const,-1.54151,0.28721,-5.367,0.0
lagged_2014to2020,bianzhi_2020,female,391,ideation,-0.08284,0.13435,-0.617,0.53788
lagged_2014to2020,bianzhi_2020,female,391,age_c14,0.04097,0.02787,1.47,0.14235
lagged_2014to2020,bianzhi_2020,female,391,age_c14_2,-0.00385,0.01368,-0.282,0.77836
lagged_2014to2020,bianzhi_2020,female,391,urban_2014,0.14102,0.0545,2.588,0.01003
lagged_2014to2020,bianzhi_2020,female,391,edu_yrs_2014,0.04809,0.01033,4.656,0.0
lagged_2014to2020,bianzhi_2020,female,391,log_income_2014,0.13738,0.03131,4.388,1e-05
lagged_2014to2020,isei_2020,all,4143,const,10.05892,2.58294,3.894,0.0001
lagged_2014to2020,isei_2020,all,4143,ideation,-1.92443,1.48396,-1.297,0.19476
lagged_2014to2020,isei_2020,all,4143,female,4.31025,1.41455,3.047,0.00233
lagged_2014to2020,isei_2020,all,4143,age_c14,-1.3616,0.19651,-6.929,0.0
lagged_2014to2020,isei_2020,all,4143,age_c14_2,0.24938,0.1325,1.882,0.05989
lagged_2014to2020,isei_2020,all,4143,urban_2014,4.52434,0.50838,8.9,0.0
lagged_2014to2020,isei_2020,all,4143,edu_yrs_2014,1.79513,0.06649,26.999,0.0
lagged_2014to2020,isei_2020,all,4143,log_income_2014,0.85911,0.24249,3.543,0.0004
lagged_2014to2020,isei_2020,all,4143,ideation_x_female,-2.41209,2.35094,-1.026,0.30495
lagged_2014to2020,isei_2020,male,2666,const,12.11999,3.35676,3.611,0.00031
lagged_2014to2020,isei_2020,male,2666,ideation,-1.90989,1.50236,-1.271,0.20375
lagged_2014to2020,isei_2020,male,2666,age_c14,-1.16993,0.22508,-5.198,0.0
lagged_2014to2020,isei_2020,male,2666,age_c14_2,0.14165,0.15297,0.926,0.35454
lagged_2014to2020,isei_2020,male,2666,urban_2014,5.11837,0.64472,7.939,0.0
lagged_2014to2020,isei_2020,male,2666,edu_yrs_2014,1.81807,0.08521,21.337,0.0
lagged_2014to2020,isei_2020,male,2666,log_income_2014,0.62966,0.31905,1.974,0.04853
lagged_2014to2020,isei_2020,female,1477,const,11.29095,3.66699,3.079,0.00211
lagged_2014to2020,isei_2020,female,1477,ideation,-4.24864,2.01187,-2.112,0.03487
lagged_2014to2020,isei_2020,female,1477,age_c14,-1.82097,0.43473,-4.189,3e-05
lagged_2014to2020,isei_2020,female,1477,age_c14_2,0.40839,0.29276,1.395,0.16324
lagged_2014to2020,isei_2020,female,1477,urban_2014,3.58695,0.83008,4.321,2e-05
lagged_2014to2020,isei_2020,female,1477,edu_yrs_2014,1.72596,0.10678,16.164,0.0
lagged_2014to2020,isei_2020,female,1477,log_income_2014,1.24539,0.36814,3.383,0.00074
